guinee,384,False,False,0,30,0.005,0.05470280622301471,0.21399975822882075
guinee,384,False,False,1,30,0.005,0.05134219818636092,0.21934283427378454
guinee,384,False,False,2,30,0.005,0.0496383568775195,0.2154425854880949
guinee,384,False,False,3,30,0.005,0.046063248264411605,0.2014845556347739
guinee,384,True,False,0,30,0.005,0.05474032170220262,0.21552851139710855
guinee,384,True,False,1,30,0.005,0.053094140194214504,0.225749479634816
guinee,384,True,False,2,30,0.005,0.050362373806593086,0.21197752345365029
guinee,384,True,False,3,30,0.005,0.045035258212683074,0.20158344407471326
guinee,384,False,True,0,30,0.005,0.055628223582344274,0.2149187885353484
guinee,384,False,True,1,30,0.005,0.05229469896574686,0.22100786266185993
guinee,384,False,True,2,30,0.005,0.05033318883290388,0.2130194413990672
guinee,384,False,True,3,30,0.005,0.04580897332132087,0.20157628187313636
guinee,384,True,True,0,30,0.005,0.05313909392609301,0.2158976802136276
guinee,384,True,True,1,30,0.005,0.052301816134447766,0.22347665813760698
guinee,384,True,True,2,30,0.005,0.04964747741622843,0.2178743020616135
guinee,384,True,True,3,30,0.005,0.045971391441483135,0.20179478529597872
cambodge,384,False,False,0,30,0.005,0.06516988792387027,0.14882140985999645
cambodge,384,False,False,1,30,0.005,0.06682170145694634,0.14520569488029894
cambodge,384,False,False,2,30,0.005,0.06369851866875172,0.14102590278693486
cambodge,384,False,False,3,30,0.005,0.06244201334084619,0.1405164710129338
cambodge,384,True,False,0,30,0.005,0.0651876767708689,0.1454173923961669
cambodge,384,True,False,1,30,0.005,0.06269992431488375,0.14001786061104557
cambodge,384,True,False,2,30,0.005,0.06289086352615592,0.13854460806964256
cambodge,384,True,False,3,30,0.005,0.06438690550240159,0.14381283329364955
cambodge,384,False,True,0,30,0.005,0.06579241072463854,0.14581423534071775
cambodge,384,False,True,1,30,0.005,0.06515512249797212,0.14390958792984945
cambodge,384,False,True,2,30,0.005,0.06456165236743663,0.14288147202507473
cambodge,384,False,True,3,30,0.005,0.06395524028127955,0.14145226766749142
cambodge,384,True,True,0,30,0.005,0.06680214797946325,0.14922849224278076
cambodge,384,True,True,1,30,0.005,0.06601704817641248,0.14439568661277374
cambodge,384,True,True,2,30,0.005,0.06013096389277295,0.13926815850077645
cambodge,384,True,True,3,30,0.005,0.06304157946784096,0.13910358494882527
guinee_cambodge,384,False,False,0,30,0.005,0.07044812237847035,0.17700899826029143
guinee_cambodge,384,False,False,1,30,0.005,0.06862825352751352,0.1719182892942501
guinee_cambodge,384,False,False,2,30,0.005,0.06983360645002676,0.17253946571953982
guinee_cambodge,384,False,False,3,30,0.005,0.07001955753523005,0.17406013927155659
guinee_cambodge,384,True,False,0,30,0.005,0.07052665237948176,0.17770208145218824
guinee_cambodge,384,True,False,1,30,0.005,0.07158543924611521,0.17414271462170117
guinee_cambodge,384,True,False,2,30,0.005,0.06874891255542098,0.16522948155181172
guinee_cambodge,384,True,False,3,30,0.005,0.07200151682776322,0.1763185064055354
guinee_cambodge,384,False,True,0,30,0.005,0.06911101261275847,0.17531132632681526
guinee_cambodge,384,False,True,1,30,0.005,0.06997011074977794,0.17746077485093664
guinee_cambodge,384,False,True,2,30,0.005,0.06920436758916212,0.1729495466832116
guinee_cambodge,384,False,True,3,30,0.005,0.06912315680973236,0.17129898104303212
guinee_cambodge,384,True,True,0,30,0.005,0.06813102727377711,0.17489608409500634
guinee_cambodge,384,True,True,1,30,0.005,0.06806493584060329,0.17163226501338819
guinee_cambodge,384,True,True,2,30,0.005,0.07079431972169098,0.17429821673597654
guinee_cambodge,384,True,True,3,30,0.005,0.06948828402230013,0.17309037886245016
cambodge,384,True,True,0,30,0.005,0.06565679163114291,0.14752926473464137
cambodge,384,True,True,1,30,0.005,0.06532503844457374,0.14611496156805978
cambodge,384,True,True,2,30,0.005,0.06205982369890475,0.13843150493788367
cambodge,384,True,True,3,30,0.005,0.062101703936101274,0.1411234859308275
cambodge,384,True,True,0,30,0.005,0.10678587973816887,0.18802148347878703
